id,area,subarea,priority,status,category,scope,file_types,fixtures,current_spec,description,primary_assertions,fixture_gap,notes,last_reviewed
N007,2D Settings,Node label show/hide on uploaded data,P2,Covered,file-type,Behavior,uploaded profile data,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/node-label-visibility-uploaded.cy.ts,"Set a node label field on uploaded data, switch it to None to hide labels, then restore the field and verify Cytoscape label rendering updates correctly.",When hidden the rendered Cytoscape node label is empty for the target visible node; when restored the rendered label matches the selected uploaded field; node-label-variable tracks the hide/show state.,,"The current UI uses Label = None as the real hide path rather than a separate toggle, so the maintained journey covers that actual control flow.",2026-03-20
N008,2D Settings,Node symbol consistency through filtering,P1,Covered,feature-behavior,Combo,uploaded profile data with categorical node symbols,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/style-table-filtering-consistency.cy.ts,"Set node symbol or shape by an uploaded categorical field, then change filtering and verify the visible nodes still render the symbols shown in the Node Symbol Table.",Visible nodes in each remaining category keep the expected rendered shape after filtering; the Node Symbol Table stays open and its category-to-symbol mapping still matches the visible network.,,"Covered by the maintained filtering consistency flow, which also normalizes the app's (Empty) symbol-category display and verifies the symbol table stays aligned with the filtered visible network.",2026-03-24
C001,Contracts,Reciprocal width orientation,P1,Covered,framework-based,Contract,TN93 distance network,AngularTesting_Distance_linklist_BS.csv,cypress/e2e/journeys/flows/behavior-contracts.cy.ts,Explicitly toggle reciprocal link widths and confirm the rendered mapping matches the intended orientation in both directions.,"Contract mode asserts smallest distances render widest only when reciprocal is on, and thinnest when it is off.",,This contract now documents the real initial state and guards the explicit reciprocal toggle path.,2026-03-13
C002,Contracts,Filtering contracts beyond threshold,P1,Covered,framework-based,Contract,cluster minimum; epsilon; mixed origin; Newick,AngularTesting_Epi_linklist_BS.csv; AngularTesting_Distance_linklist_BS.csv; AngularTesting_DistanceMatrix_TN93_BS.xlsx; AngularTesting_nodelist_withseqs_TN93_BS.csv; AngularTesting_seqs_TN93_BS.nwk,cypress/e2e/journeys/flows/filtering-newick.contract.cy.ts; cypress/e2e/journeys/flows/behavior-contracts.cy.ts; cypress/e2e/journeys/flows/nearest-neighbor-angulartesting.contract.cy.ts,Keep intended-behavior assertions for filtering and Newick launch counts separate from the smoke baselines.,"Contract mode asserts intended minimum-cluster, epsilon, mixed-origin nearest-neighbor, and Newick launch behavior.",,The grouped-threshold and metric-switch issues are now covered in the regular maintained smoke suite after their fixes landed.,2026-03-13
C003,Contracts,Filtering oracle exact membership,P1,Covered,framework-based,Contract,synthetic edge list; distance edgelist; matrix; fasta; mixed origin,OracleSynthetic_distance_links.csv; OracleSynthetic_epi_links.csv; OracleSynthetic_nodes.csv; AngularTesting_Distance_linklist_BS.csv; AngularTesting_DistanceMatrix_TN93_BS.xlsx; AngularTesting_seqs_TN93_BS.fasta; AngularTesting_nodelist_withseqs_TN93_BS.csv; AngularTesting_Epi_linklist_BS.csv,cypress/e2e/journeys/flows/filtering-oracle.contract.cy.ts,Validate the Node-side filtering oracle directly against synthetic and fixture-backed datasets so exact visible-link and visible-node membership remains stable.,"Stable undirected IDs, MST-path epsilon inclusion, mixed-origin preservation, metric-switch threshold defaults, and fixture-backed visible-link membership snapshots match expectations.",,This guards the independent expected-result engine used by the oracle-backed 2D filtering journeys.,2026-03-24
CB004,General Settings,Node color table consistency through filtering,P1,Covered,feature-behavior,Combo,uploaded node + link data with categorical node attribute,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/style-table-filtering-consistency.cy.ts,"Enable Color Nodes By from Global Settings, then change filtering and verify the node color table still matches the rendered visible-node colors.",Visible nodes in each remaining category use the same color shown in the Node Color Table after filtering; unaffected categories keep their colors; no table row drifts out of sync with the rendered network.,,"Covered by the maintained filtering consistency flow, and the app now regenerates the node color table on network updates so filtered counts and categories stay aligned with the rendered 2D network.",2026-03-24
CB005,General Settings,Link color table consistency through filtering,P1,Covered,feature-behavior,Combo,uploaded node + link data with categorical link attribute,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/style-table-filtering-consistency.cy.ts,"Enable Color Links By from Global Settings, then change filtering and verify the link color table still matches the rendered visible-link colors.",Visible links in each remaining category use the same line color shown in the Link Color Table after filtering; unaffected categories keep their colors; no table row drifts out of sync with the rendered network.,,"Covered by the maintained filtering consistency flow, which checks category membership, counts, and rendered line colors before and after filtering on the uploaded categorical link fixture.",2026-03-24
TL001,Timeline,Deterministic uploaded 2D checkpoints,P1,Covered,feature-behavior,Combo,node + link; mixed-origin,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv; AngularTesting_nodelist_withseqs_TN93_BS.csv; AngularTesting_Epi_linklist_BS.csv,cypress/e2e/journeys/flows/timeline-oracle.cy.ts,"Enable Timeline on uploaded 2D data and assert exact visible node and link membership at fixed checkpoints on both the COVID node+link and mixed-origin AngularTesting profiles.","Global metrics, visible Cytoscape node ids, and visible logical link ids match the oracle at each checkpoint, including recomputed component and singleton counts.",,"This is the maintained exact-membership 2D timeline baseline and guards the BG004 statistics regression across both supported uploaded timeline fixtures.",2026-04-09
TL002,Timeline,Play/pause progression in 2D,P2,Covered,feature-behavior,Behavior,uploaded node + link with date field,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/twod-timeline-controls-uploaded.cy.ts,"Enable Timeline on uploaded 2D data, start playback, stop it, and confirm the rendered Cytoscape network advances coherently.","The play button toggles between Play and Pause; timeEnd and the slider label advance beyond the initial date; rendered visible 2D node ids stay aligned with the shared session-visible nodes after playback and the rendered logical-link count stays aligned with the visible-link metric.",,Playback mechanics are now covered in the maintained uploaded-data 2D suite instead of only the older sample-data view-state path.,2026-04-09
TL003,Timeline,Manual slider checkpoints in 2D,P2,Covered,feature-behavior,Behavior,uploaded node + link with date field,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/twod-timeline-controls-uploaded.cy.ts,"Click the global timeline slider to a midpoint checkpoint and back to the start while 2D is active on uploaded data.","The slider label reaches the clicked date and the rendered 2D network matches the oracle-backed visible node and link membership at each clicked checkpoint.",,This complements the existing exact-checkpoint oracle by exercising the real slider click path rather than only the programmatic update(date) helper.,2026-04-09
TL004,Timeline,Node-color persistence after 2D timeline teardown,P2,Covered,feature-behavior,Behavior,uploaded node + link with date field,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/twod-timeline-controls-uploaded.cy.ts,"Edit 2D node colors during timeline mode, then disable timeline and verify the edited node colors persist.","With timeline mode active at a deterministic uploaded-data checkpoint, a cluster-driven node color-table edit updates rendered Cytoscape node styles immediately and still persists after Timeline is set back to None.",,This remains covered in the maintained uploaded-data 2D timeline suite alongside the companion link-color teardown case in TL005.,2026-04-10
TL005,Timeline,Link-color persistence after 2D timeline teardown,P1,Covered,feature-behavior,Behavior,uploaded node + link with date field,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/twod-timeline-controls-uploaded.cy.ts,"Edit 2D link colors during timeline mode, then disable timeline and verify the edited link colors persist.","The active-timeline 2D link recolor path updates rendered Cytoscape edge colors without crashing or leaving the Processing Files modal stuck, and the edited link colors still persist after Timeline is set back to None.",,Closed by the maintained uploaded-data 2D timeline suite after persisting link color-table edits by value and forcing the live Cytoscape edge style refresh in the 2D recolor path.,2026-04-10
