source,target,cluster_id,expected_cluster_size,topology
size_029_star_02_node_001,size_029_star_02_node_010,size_029_star_02,29,star
size_029_star_02_node_001,size_029_star_02_node_011,size_029_star_02,29,star
size_029_star_02_node_001,size_029_star_02_node_012,size_029_star_02,29,star
size_029_star_02_node_001,size_029_star_02_node_013,size_029_star_02,29,star
size_029_star_02_node_001,size_029_star_02_node_014,size_029_star_02,29,star
size_029_star_02_node_001,size_029_star_02_node_015,size_029_star_02,29,star
size_029_star_02_node_001,size_029_star_02_node_016,size_029_star_02,29,star
size_029_star_02_node_001,size_029_star_02_node_017,size_029_star_02,29,star
size_029_star_02_node_001,size_029_star_02_node_018,size_029_star_02,29,star
size_029_star_02_node_001,size_029_star_02_node_019,size_029_star_02,29,star
size_029_star_02_node_001,size_029_star_02_node_020,size_029_star_02,29,star
size_029_star_02_node_001,size_029_star_02_node_021,size_029_star_02,29,star
size_029_star_02_node_001,size_029_star_02_node_022,size_029_star_02,29,star
size_029_star_02_node_001,size_029_star_02_node_023,size_029_star_02,29,star
size_029_star_02_node_001,size_029_star_02_node_024,size_029_star_02,29,star
size_029_star_02_node_001,size_029_star_02_node_025,size_029_star_02,29,star
size_029_star_02_node_001,size_029_star_02_node_026,size_029_star_02,29,star
size_029_star_02_node_001,size_029_star_02_node_027,size_029_star_02,29,star
size_029_star_02_node_001,size_029_star_02_node_028,size_029_star_02,29,star
size_029_star_02_node_001,size_029_star_02_node_029,size_029_star_02,29,star
size_029_cycle_03_node_001,size_029_cycle_03_node_002,size_029_cycle_03,29,cycle
size_029_cycle_03_node_002,size_029_cycle_03_node_003,size_029_cycle_03,29,cycle
size_029_cycle_03_node_003,size_029_cycle_03_node_004,size_029_cycle_03,29,cycle
size_029_cycle_03_node_004,size_029_cycle_03_node_005,size_029_cycle_03,29,cycle
size_029_cycle_03_node_005,size_029_cycle_03_node_006,size_029_cycle_03,29,cycle
size_029_cycle_03_node_006,size_029_cycle_03_node_007,size_029_cycle_03,29,cycle
size_029_cycle_03_node_007,size_029_cycle_03_node_008,size_029_cycle_03,29,cycle
size_029_cycle_03_node_008,size_029_cycle_03_node_009,size_029_cycle_03,29,cycle
size_029_cycle_03_node_009,size_029_cycle_03_node_010,size_029_cycle_03,29,cycle
size_029_cycle_03_node_010,size_029_cycle_03_node_011,size_029_cycle_03,29,cycle
size_029_cycle_03_node_011,size_029_cycle_03_node_012,size_029_cycle_03,29,cycle
size_029_cycle_03_node_012,size_029_cycle_03_node_013,size_029_cycle_03,29,cycle
size_029_cycle_03_node_013,size_029_cycle_03_node_014,size_029_cycle_03,29,cycle
size_029_cycle_03_node_014,size_029_cycle_03_node_015,size_029_cycle_03,29,cycle
size_029_cycle_03_node_015,size_029_cycle_03_node_016,size_029_cycle_03,29,cycle
size_029_cycle_03_node_016,size_029_cycle_03_node_017,size_029_cycle_03,29,cycle
size_029_cycle_03_node_017,size_029_cycle_03_node_018,size_029_cycle_03,29,cycle
size_029_cycle_03_node_018,size_029_cycle_03_node_019,size_029_cycle_03,29,cycle
size_029_cycle_03_node_019,size_029_cycle_03_node_020,size_029_cycle_03,29,cycle
size_029_cycle_03_node_020,size_029_cycle_03_node_021,size_029_cycle_03,29,cycle
size_029_cycle_03_node_021,size_029_cycle_03_node_022,size_029_cycle_03,29,cycle
size_029_cycle_03_node_022,size_029_cycle_03_node_023,size_029_cycle_03,29,cycle
size_029_cycle_03_node_023,size_029_cycle_03_node_024,size_029_cycle_03,29,cycle
size_029_cycle_03_node_024,size_029_cycle_03_node_025,size_029_cycle_03,29,cycle
size_029_cycle_03_node_025,size_029_cycle_03_node_026,size_029_cycle_03,29,cycle
size_029_cycle_03_node_026,size_029_cycle_03_node_027,size_029_cycle_03,29,cycle
size_029_cycle_03_node_027,size_029_cycle_03_node_028,size_029_cycle_03,29,cycle
size_029_cycle_03_node_028,size_029_cycle_03_node_029,size_029_cycle_03,29,cycle
size_029_cycle_03_node_029,size_029_cycle_03_node_001,size_029_cycle_03,29,cycle
size_029_binary_tree_04_node_001,size_029_binary_tree_04_node_002,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_001,size_029_binary_tree_04_node_003,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_002,size_029_binary_tree_04_node_004,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_002,size_029_binary_tree_04_node_005,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_003,size_029_binary_tree_04_node_006,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_003,size_029_binary_tree_04_node_007,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_004,size_029_binary_tree_04_node_008,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_004,size_029_binary_tree_04_node_009,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_005,size_029_binary_tree_04_node_010,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_005,size_029_binary_tree_04_node_011,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_006,size_029_binary_tree_04_node_012,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_006,size_029_binary_tree_04_node_013,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_007,size_029_binary_tree_04_node_014,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_007,size_029_binary_tree_04_node_015,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_008,size_029_binary_tree_04_node_016,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_008,size_029_binary_tree_04_node_017,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_009,size_029_binary_tree_04_node_018,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_009,size_029_binary_tree_04_node_019,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_010,size_029_binary_tree_04_node_020,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_010,size_029_binary_tree_04_node_021,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_011,size_029_binary_tree_04_node_022,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_011,size_029_binary_tree_04_node_023,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_012,size_029_binary_tree_04_node_024,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_012,size_029_binary_tree_04_node_025,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_013,size_029_binary_tree_04_node_026,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_013,size_029_binary_tree_04_node_027,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_014,size_029_binary_tree_04_node_028,size_029_binary_tree_04,29,binary_tree
size_029_binary_tree_04_node_014,size_029_binary_tree_04_node_029,size_029_binary_tree_04,29,binary_tree
size_030_chain_01_node_001,size_030_chain_01_node_002,size_030_chain_01,30,chain
size_030_chain_01_node_002,size_030_chain_01_node_003,size_030_chain_01,30,chain
size_030_chain_01_node_003,size_030_chain_01_node_004,size_030_chain_01,30,chain
size_030_chain_01_node_004,size_030_chain_01_node_005,size_030_chain_01,30,chain
size_030_chain_01_node_005,size_030_chain_01_node_006,size_030_chain_01,30,chain
size_030_chain_01_node_006,size_030_chain_01_node_007,size_030_chain_01,30,chain
size_030_chain_01_node_007,size_030_chain_01_node_008,size_030_chain_01,30,chain
size_030_chain_01_node_008,size_030_chain_01_node_009,size_030_chain_01,30,chain
size_030_chain_01_node_009,size_030_chain_01_node_010,size_030_chain_01,30,chain
size_030_chain_01_node_010,size_030_chain_01_node_011,size_030_chain_01,30,chain
size_030_chain_01_node_011,size_030_chain_01_node_012,size_030_chain_01,30,chain
size_030_chain_01_node_012,size_030_chain_01_node_013,size_030_chain_01,30,chain
size_030_chain_01_node_013,size_030_chain_01_node_014,size_030_chain_01,30,chain
size_030_chain_01_node_014,size_030_chain_01_node_015,size_030_chain_01,30,chain
size_030_chain_01_node_015,size_030_chain_01_node_016,size_030_chain_01,30,chain
size_030_chain_01_node_016,size_030_chain_01_node_017,size_030_chain_01,30,chain
size_030_chain_01_node_017,size_030_chain_01_node_018,size_030_chain_01,30,chain
size_030_chain_01_node_018,size_030_chain_01_node_019,size_030_chain_01,30,chain
size_030_chain_01_node_019,size_030_chain_01_node_020,size_030_chain_01,30,chain
size_030_chain_01_node_020,size_030_chain_01_node_021,size_030_chain_01,30,chain
size_030_chain_01_node_021,size_030_chain_01_node_022,size_030_chain_01,30,chain
size_030_chain_01_node_022,size_030_chain_01_node_023,size_030_chain_01,30,chain
size_030_chain_01_node_023,size_030_chain_01_node_024,size_030_chain_01,30,chain
size_030_chain_01_node_024,size_030_chain_01_node_025,size_030_chain_01,30,chain
size_030_chain_01_node_025,size_030_chain_01_node_026,size_030_chain_01,30,chain
size_030_chain_01_node_026,size_030_chain_01_node_027,size_030_chain_01,30,chain
size_030_chain_01_node_027,size_030_chain_01_node_028,size_030_chain_01,30,chain
size_030_chain_01_node_028,size_030_chain_01_node_029,size_030_chain_01,30,chain
size_030_chain_01_node_029,size_030_chain_01_node_030,size_030_chain_01,30,chain
size_030_star_02_node_001,size_030_star_02_node_002,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_003,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_004,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_005,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_006,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_007,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_008,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_009,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_010,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_011,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_012,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_013,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_014,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_015,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_016,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_017,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_018,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_019,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_020,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_021,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_022,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_023,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_024,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_025,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_026,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_027,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_028,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_029,size_030_star_02,30,star
size_030_star_02_node_001,size_030_star_02_node_030,size_030_star_02,30,star
size_030_cycle_03_node_001,size_030_cycle_03_node_002,size_030_cycle_03,30,cycle
size_030_cycle_03_node_002,size_030_cycle_03_node_003,size_030_cycle_03,30,cycle
size_030_cycle_03_node_003,size_030_cycle_03_node_004,size_030_cycle_03,30,cycle
size_030_cycle_03_node_004,size_030_cycle_03_node_005,size_030_cycle_03,30,cycle
size_030_cycle_03_node_005,size_030_cycle_03_node_006,size_030_cycle_03,30,cycle
size_030_cycle_03_node_006,size_030_cycle_03_node_007,size_030_cycle_03,30,cycle
size_030_cycle_03_node_007,size_030_cycle_03_node_008,size_030_cycle_03,30,cycle
size_030_cycle_03_node_008,size_030_cycle_03_node_009,size_030_cycle_03,30,cycle
size_030_cycle_03_node_009,size_030_cycle_03_node_010,size_030_cycle_03,30,cycle
size_030_cycle_03_node_010,size_030_cycle_03_node_011,size_030_cycle_03,30,cycle
size_030_cycle_03_node_011,size_030_cycle_03_node_012,size_030_cycle_03,30,cycle
size_030_cycle_03_node_012,size_030_cycle_03_node_013,size_030_cycle_03,30,cycle
size_030_cycle_03_node_013,size_030_cycle_03_node_014,size_030_cycle_03,30,cycle
size_030_cycle_03_node_014,size_030_cycle_03_node_015,size_030_cycle_03,30,cycle
size_030_cycle_03_node_015,size_030_cycle_03_node_016,size_030_cycle_03,30,cycle
size_030_cycle_03_node_016,size_030_cycle_03_node_017,size_030_cycle_03,30,cycle
size_030_cycle_03_node_017,size_030_cycle_03_node_018,size_030_cycle_03,30,cycle
size_030_cycle_03_node_018,size_030_cycle_03_node_019,size_030_cycle_03,30,cycle
size_030_cycle_03_node_019,size_030_cycle_03_node_020,size_030_cycle_03,30,cycle
size_030_cycle_03_node_020,size_030_cycle_03_node_021,size_030_cycle_03,30,cycle
size_030_cycle_03_node_021,size_030_cycle_03_node_022,size_030_cycle_03,30,cycle
size_030_cycle_03_node_022,size_030_cycle_03_node_023,size_030_cycle_03,30,cycle
size_030_cycle_03_node_023,size_030_cycle_03_node_024,size_030_cycle_03,30,cycle
size_030_cycle_03_node_024,size_030_cycle_03_node_025,size_030_cycle_03,30,cycle
size_030_cycle_03_node_025,size_030_cycle_03_node_026,size_030_cycle_03,30,cycle
size_030_cycle_03_node_026,size_030_cycle_03_node_027,size_030_cycle_03,30,cycle
size_030_cycle_03_node_027,size_030_cycle_03_node_028,size_030_cycle_03,30,cycle
size_030_cycle_03_node_028,size_030_cycle_03_node_029,size_030_cycle_03,30,cycle
size_030_cycle_03_node_029,size_030_cycle_03_node_030,size_030_cycle_03,30,cycle
size_030_cycle_03_node_030,size_030_cycle_03_node_001,size_030_cycle_03,30,cycle
size_030_binary_tree_04_node_001,size_030_binary_tree_04_node_002,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_001,size_030_binary_tree_04_node_003,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_002,size_030_binary_tree_04_node_004,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_002,size_030_binary_tree_04_node_005,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_003,size_030_binary_tree_04_node_006,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_003,size_030_binary_tree_04_node_007,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_004,size_030_binary_tree_04_node_008,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_004,size_030_binary_tree_04_node_009,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_005,size_030_binary_tree_04_node_010,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_005,size_030_binary_tree_04_node_011,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_006,size_030_binary_tree_04_node_012,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_006,size_030_binary_tree_04_node_013,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_007,size_030_binary_tree_04_node_014,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_007,size_030_binary_tree_04_node_015,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_008,size_030_binary_tree_04_node_016,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_008,size_030_binary_tree_04_node_017,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_009,size_030_binary_tree_04_node_018,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_009,size_030_binary_tree_04_node_019,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_010,size_030_binary_tree_04_node_020,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_010,size_030_binary_tree_04_node_021,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_011,size_030_binary_tree_04_node_022,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_011,size_030_binary_tree_04_node_023,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_012,size_030_binary_tree_04_node_024,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_012,size_030_binary_tree_04_node_025,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_013,size_030_binary_tree_04_node_026,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_013,size_030_binary_tree_04_node_027,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_014,size_030_binary_tree_04_node_028,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_014,size_030_binary_tree_04_node_029,size_030_binary_tree_04,30,binary_tree
size_030_binary_tree_04_node_015,size_030_binary_tree_04_node_030,size_030_binary_tree_04,30,binary_tree
size_031_chain_01_node_001,size_031_chain_01_node_002,size_031_chain_01,31,chain
size_031_chain_01_node_002,size_031_chain_01_node_003,size_031_chain_01,31,chain
size_031_chain_01_node_003,size_031_chain_01_node_004,size_031_chain_01,31,chain
size_031_chain_01_node_004,size_031_chain_01_node_005,size_031_chain_01,31,chain
size_031_chain_01_node_005,size_031_chain_01_node_006,size_031_chain_01,31,chain
size_031_chain_01_node_006,size_031_chain_01_node_007,size_031_chain_01,31,chain
size_031_chain_01_node_007,size_031_chain_01_node_008,size_031_chain_01,31,chain
size_031_chain_01_node_008,size_031_chain_01_node_009,size_031_chain_01,31,chain
size_031_chain_01_node_009,size_031_chain_01_node_010,size_031_chain_01,31,chain
size_031_chain_01_node_010,size_031_chain_01_node_011,size_031_chain_01,31,chain
size_031_chain_01_node_011,size_031_chain_01_node_012,size_031_chain_01,31,chain
size_031_chain_01_node_012,size_031_chain_01_node_013,size_031_chain_01,31,chain
size_031_chain_01_node_013,size_031_chain_01_node_014,size_031_chain_01,31,chain
size_031_chain_01_node_014,size_031_chain_01_node_015,size_031_chain_01,31,chain
size_031_chain_01_node_015,size_031_chain_01_node_016,size_031_chain_01,31,chain
size_031_chain_01_node_016,size_031_chain_01_node_017,size_031_chain_01,31,chain
size_031_chain_01_node_017,size_031_chain_01_node_018,size_031_chain_01,31,chain
size_031_chain_01_node_018,size_031_chain_01_node_019,size_031_chain_01,31,chain
size_031_chain_01_node_019,size_031_chain_01_node_020,size_031_chain_01,31,chain
size_031_chain_01_node_020,size_031_chain_01_node_021,size_031_chain_01,31,chain
size_031_chain_01_node_021,size_031_chain_01_node_022,size_031_chain_01,31,chain
size_031_chain_01_node_022,size_031_chain_01_node_023,size_031_chain_01,31,chain
size_031_chain_01_node_023,size_031_chain_01_node_024,size_031_chain_01,31,chain
size_031_chain_01_node_024,size_031_chain_01_node_025,size_031_chain_01,31,chain
size_031_chain_01_node_025,size_031_chain_01_node_026,size_031_chain_01,31,chain
size_031_chain_01_node_026,size_031_chain_01_node_027,size_031_chain_01,31,chain
size_031_chain_01_node_027,size_031_chain_01_node_028,size_031_chain_01,31,chain
size_031_chain_01_node_028,size_031_chain_01_node_029,size_031_chain_01,31,chain
size_031_chain_01_node_029,size_031_chain_01_node_030,size_031_chain_01,31,chain
size_031_chain_01_node_030,size_031_chain_01_node_031,size_031_chain_01,31,chain
size_031_star_02_node_001,size_031_star_02_node_002,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_003,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_004,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_005,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_006,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_007,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_008,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_009,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_010,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_011,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_012,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_013,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_014,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_015,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_016,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_017,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_018,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_019,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_020,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_021,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_022,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_023,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_024,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_025,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_026,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_027,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_028,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_029,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_030,size_031_star_02,31,star
size_031_star_02_node_001,size_031_star_02_node_031,size_031_star_02,31,star
size_031_cycle_03_node_001,size_031_cycle_03_node_002,size_031_cycle_03,31,cycle
size_031_cycle_03_node_002,size_031_cycle_03_node_003,size_031_cycle_03,31,cycle
size_031_cycle_03_node_003,size_031_cycle_03_node_004,size_031_cycle_03,31,cycle
size_031_cycle_03_node_004,size_031_cycle_03_node_005,size_031_cycle_03,31,cycle
size_031_cycle_03_node_005,size_031_cycle_03_node_006,size_031_cycle_03,31,cycle
size_031_cycle_03_node_006,size_031_cycle_03_node_007,size_031_cycle_03,31,cycle
size_031_cycle_03_node_007,size_031_cycle_03_node_008,size_031_cycle_03,31,cycle
size_031_cycle_03_node_008,size_031_cycle_03_node_009,size_031_cycle_03,31,cycle
size_031_cycle_03_node_009,size_031_cycle_03_node_010,size_031_cycle_03,31,cycle
size_031_cycle_03_node_010,size_031_cycle_03_node_011,size_031_cycle_03,31,cycle
size_031_cycle_03_node_011,size_031_cycle_03_node_012,size_031_cycle_03,31,cycle
size_031_cycle_03_node_012,size_031_cycle_03_node_013,size_031_cycle_03,31,cycle
size_031_cycle_03_node_013,size_031_cycle_03_node_014,size_031_cycle_03,31,cycle
size_031_cycle_03_node_014,size_031_cycle_03_node_015,size_031_cycle_03,31,cycle
size_031_cycle_03_node_015,size_031_cycle_03_node_016,size_031_cycle_03,31,cycle
size_031_cycle_03_node_016,size_031_cycle_03_node_017,size_031_cycle_03,31,cycle
size_031_cycle_03_node_017,size_031_cycle_03_node_018,size_031_cycle_03,31,cycle
size_031_cycle_03_node_018,size_031_cycle_03_node_019,size_031_cycle_03,31,cycle
size_031_cycle_03_node_019,size_031_cycle_03_node_020,size_031_cycle_03,31,cycle
size_031_cycle_03_node_020,size_031_cycle_03_node_021,size_031_cycle_03,31,cycle
size_031_cycle_03_node_021,size_031_cycle_03_node_022,size_031_cycle_03,31,cycle
size_031_cycle_03_node_022,size_031_cycle_03_node_023,size_031_cycle_03,31,cycle
size_031_cycle_03_node_023,size_031_cycle_03_node_024,size_031_cycle_03,31,cycle
size_031_cycle_03_node_024,size_031_cycle_03_node_025,size_031_cycle_03,31,cycle
size_031_cycle_03_node_025,size_031_cycle_03_node_026,size_031_cycle_03,31,cycle
size_031_cycle_03_node_026,size_031_cycle_03_node_027,size_031_cycle_03,31,cycle
size_031_cycle_03_node_027,size_031_cycle_03_node_028,size_031_cycle_03,31,cycle
size_031_cycle_03_node_028,size_031_cycle_03_node_029,size_031_cycle_03,31,cycle
size_031_cycle_03_node_029,size_031_cycle_03_node_030,size_031_cycle_03,31,cycle
size_031_cycle_03_node_030,size_031_cycle_03_node_031,size_031_cycle_03,31,cycle
size_031_cycle_03_node_031,size_031_cycle_03_node_001,size_031_cycle_03,31,cycle
size_031_binary_tree_04_node_001,size_031_binary_tree_04_node_002,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_001,size_031_binary_tree_04_node_003,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_002,size_031_binary_tree_04_node_004,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_002,size_031_binary_tree_04_node_005,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_003,size_031_binary_tree_04_node_006,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_003,size_031_binary_tree_04_node_007,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_004,size_031_binary_tree_04_node_008,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_004,size_031_binary_tree_04_node_009,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_005,size_031_binary_tree_04_node_010,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_005,size_031_binary_tree_04_node_011,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_006,size_031_binary_tree_04_node_012,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_006,size_031_binary_tree_04_node_013,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_007,size_031_binary_tree_04_node_014,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_007,size_031_binary_tree_04_node_015,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_008,size_031_binary_tree_04_node_016,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_008,size_031_binary_tree_04_node_017,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_009,size_031_binary_tree_04_node_018,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_009,size_031_binary_tree_04_node_019,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_010,size_031_binary_tree_04_node_020,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_010,size_031_binary_tree_04_node_021,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_011,size_031_binary_tree_04_node_022,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_011,size_031_binary_tree_04_node_023,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_012,size_031_binary_tree_04_node_024,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_012,size_031_binary_tree_04_node_025,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_013,size_031_binary_tree_04_node_026,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_013,size_031_binary_tree_04_node_027,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_014,size_031_binary_tree_04_node_028,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_014,size_031_binary_tree_04_node_029,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_015,size_031_binary_tree_04_node_030,size_031_binary_tree_04,31,binary_tree
size_031_binary_tree_04_node_015,size_031_binary_tree_04_node_031,size_031_binary_tree_04,31,binary_tree
size_032_chain_01_node_001,size_032_chain_01_node_002,size_032_chain_01,32,chain
size_032_chain_01_node_002,size_032_chain_01_node_003,size_032_chain_01,32,chain
size_032_chain_01_node_003,size_032_chain_01_node_004,size_032_chain_01,32,chain
size_032_chain_01_node_004,size_032_chain_01_node_005,size_032_chain_01,32,chain
size_032_chain_01_node_005,size_032_chain_01_node_006,size_032_chain_01,32,chain
size_032_chain_01_node_006,size_032_chain_01_node_007,size_032_chain_01,32,chain
size_032_chain_01_node_007,size_032_chain_01_node_008,size_032_chain_01,32,chain
